date,title,artist,rank,spotify_url,img_url
2021-10-09,Cruel Summer,Taylor Swift,9,https://open.spotify.com/search/Cruel%20Summer%20Taylor%20Swift,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-10-09,Anti-Hero,Taylor Swift,10,https://open.spotify.com/search/Anti-Hero%20Taylor%20Swift,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-10-16,Heat Waves,Glass Animals,1,https://open.spotify.com/search/Heat%20Waves%20Glass%20Animals,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-10-16,Vampire,Olivia Rodrigo,2,https://open.spotify.com/search/Vampire%20Olivia%20Rodrigo,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-10-16,Blinding Lights,The Weeknd,3,https://open.spotify.com/search/Blinding%20Lights%20The%20Weeknd,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-10-16,Cruel Summer,Taylor Swift,4,https://open.spotify.com/search/Cruel%20Summer%20Taylor%20Swift,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-10-16,As It Was,Harry Styles,5,https://open.spotify.com/search/As%20It%20Was%20Harry%20Styles,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-10-16,Anti-Hero,Taylor Swift,6,https://open.spotify.com/search/Anti-Hero%20Taylor%20Swift,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-10-16,Starboy,The Weeknd,7,https://open.spotify.com/search/Starboy%20The%20Weeknd,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-10-16,Flowers,Miley Cyrus,8,https://open.spotify.com/search/Flowers%20Miley%20Cyrus,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-10-16,Stay,The Kid LAROI,9,https://open.spotify.com/search/Stay%20The%20Kid%20LAROI,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-10-16,Levitating,Dua Lipa,10,https://open.spotify.com/search/Levitating%20Dua%20Lipa,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-10-23,Blinding Lights,The Weeknd,1,https://open.spotify.com/search/Blinding%20Lights%20The%20Weeknd,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-10-23,Vampire,Olivia Rodrigo,2,https://open.spotify.com/search/Vampire%20Olivia%20Rodrigo,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-10-23,Starboy,The Weeknd,3,https://open.spotify.com/search/Starboy%20The%20Weeknd,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-10-23,As It Was,Harry Styles,4,https://open.spotify.com/search/As%20It%20Was%20Harry%20Styles,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-10-23,Levitating,Dua Lipa,5,https://open.spotify.com/search/Levitating%20Dua%20Lipa,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-10-23,Cruel Summer,Taylor Swift,6,https://open.spotify.com/search/Cruel%20Summer%20Taylor%20Swift,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-10-23,Anti-Hero,Taylor Swift,7,https://open.spotify.com/search/Anti-Hero%20Taylor%20Swift,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-10-23,Stay,The Kid LAROI,8,https://open.spotify.com/search/Stay%20The%20Kid%20LAROI,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-10-23,Flowers,Miley Cyrus,9,https://open.spotify.com/search/Flowers%20Miley%20Cyrus,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-10-23,Heat Waves,Glass Animals,10,https://open.spotify.com/search/Heat%20Waves%20Glass%20Animals,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-10-30,Stay,The Kid LAROI,1,https://open.spotify.com/search/Stay%20The%20Kid%20LAROI,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-10-30,Cruel Summer,Taylor Swift,2,https://open.spotify.com/search/Cruel%20Summer%20Taylor%20Swift,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-10-30,Levitating,Dua Lipa,3,https://open.spotify.com/search/Levitating%20Dua%20Lipa,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-10-30,Starboy,The Weeknd,4,https://open.spotify.com/search/Starboy%20The%20Weeknd,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-10-30,Vampire,Olivia Rodrigo,5,https://open.spotify.com/search/Vampire%20Olivia%20Rodrigo,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-10-30,Heat Waves,Glass Animals,6,https://open.spotify.com/search/Heat%20Waves%20Glass%20Animals,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-10-30,As It Was,Harry Styles,7,https://open.spotify.com/search/As%20It%20Was%20Harry%20Styles,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-10-30,Blinding Lights,The Weeknd,8,https://open.spotify.com/search/Blinding%20Lights%20The%20Weeknd,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-10-30,Anti-Hero,Taylor Swift,9,https://open.spotify.com/search/Anti-Hero%20Taylor%20Swift,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-10-30,Flowers,Miley Cyrus,10,https://open.spotify.com/search/Flowers%20Miley%20Cyrus,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-11-06,Starboy,The Weeknd,1,https://open.spotify.com/search/Starboy%20The%20Weeknd,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-11-06,Stay,The Kid LAROI,2,https://open.spotify.com/search/Stay%20The%20Kid%20LAROI,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-11-06,Vampire,Olivia Rodrigo,3,https://open.spotify.com/search/Vampire%20Olivia%20Rodrigo,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-11-06,Blinding Lights,The Weeknd,4,https://open.spotify.com/search/Blinding%20Lights%20The%20Weeknd,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-11-06,Cruel Summer,Taylor Swift,5,https://open.spotify.com/search/Cruel%20Summer%20Taylor%20Swift,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-11-06,As It Was,Harry Styles,6,https://open.spotify.com/search/As%20It%20Was%20Harry%20Styles,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-11-06,Levitating,Dua Lipa,7,https://open.spotify.com/search/Levitating%20Dua%20Lipa,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-11-06,Anti-Hero,Taylor Swift,8,https://open.spotify.com/search/Anti-Hero%20Taylor%20Swift,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-11-06,Heat Waves,Glass Animals,9,https://open.spotify.com/search/Heat%20Waves%20Glass%20Animals,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-11-06,Flowers,Miley Cyrus,10,https://open.spotify.com/search/Flowers%20Miley%20Cyrus,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-11-13,Heat Waves,Glass Animals,1,https://open.spotify.com/search/Heat%20Waves%20Glass%20Animals,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-11-13,Cruel Summer,Taylor Swift,2,https://open.spotify.com/search/Cruel%20Summer%20Taylor%20Swift,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-11-13,As It Was,Harry Styles,3,https://open.spotify.com/search/As%20It%20Was%20Harry%20Styles,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-11-13,Levitating,Dua Lipa,4,https://open.spotify.com/search/Levitating%20Dua%20Lipa,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-11-13,Starboy,The Weeknd,5,https://open.spotify.com/search/Starboy%20The%20Weeknd,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-11-13,Blinding Lights,The Weeknd,6,https://open.spotify.com/search/Blinding%20Lights%20The%20Weeknd,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-11-13,Anti-Hero,Taylor Swift,7,https://open.spotify.com/search/Anti-Hero%20Taylor%20Swift,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-11-13,Vampire,Olivia Rodrigo,8,https://open.spotify.com/search/Vampire%20Olivia%20Rodrigo,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-11-13,Stay,The Kid LAROI,9,https://open.spotify.com/search/Stay%20The%20Kid%20LAROI,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-11-13,Flowers,Miley Cyrus,10,https://open.spotify.com/search/Flowers%20Miley%20Cyrus,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-11-20,Starboy,The Weeknd,1,https://open.spotify.com/search/Starboy%20The%20Weeknd,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-11-20,Flowers,Miley Cyrus,2,https://open.spotify.com/search/Flowers%20Miley%20Cyrus,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-11-20,Heat Waves,Glass Animals,3,https://open.spotify.com/search/Heat%20Waves%20Glass%20Animals,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-11-20,Stay,The Kid LAROI,4,https://open.spotify.com/search/Stay%20The%20Kid%20LAROI,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-11-20,As It Was,Harry Styles,5,https://open.spotify.com/search/As%20It%20Was%20Harry%20Styles,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-11-20,Anti-Hero,Taylor Swift,6,https://open.spotify.com/search/Anti-Hero%20Taylor%20Swift,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-11-20,Levitating,Dua Lipa,7,https://open.spotify.com/search/Levitating%20Dua%20Lipa,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-11-20,Blinding Lights,The Weeknd,8,https://open.spotify.com/search/Blinding%20Lights%20The%20Weeknd,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-11-20,Cruel Summer,Taylor Swift,9,https://open.spotify.com/search/Cruel%20Summer%20Taylor%20Swift,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-11-20,Vampire,Olivia Rodrigo,10,https://open.spotify.com/search/Vampire%20Olivia%20Rodrigo,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-11-27,Anti-Hero,Taylor Swift,1,https://open.spotify.com/search/Anti-Hero%20Taylor%20Swift,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-11-27,Heat Waves,Glass Animals,2,https://open.spotify.com/search/Heat%20Waves%20Glass%20Animals,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-11-27,Flowers,Miley Cyrus,3,https://open.spotify.com/search/Flowers%20Miley%20Cyrus,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-11-27,Levitating,Dua Lipa,4,https://open.spotify.com/search/Levitating%20Dua%20Lipa,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-11-27,Stay,The Kid LAROI,5,https://open.spotify.com/search/Stay%20The%20Kid%20LAROI,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-11-27,Blinding Lights,The Weeknd,6,https://open.spotify.com/search/Blinding%20Lights%20The%20Weeknd,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-11-27,Vampire,Olivia Rodrigo,7,https://open.spotify.com/search/Vampire%20Olivia%20Rodrigo,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-11-27,Starboy,The Weeknd,8,https://open.spotify.com/search/Starboy%20The%20Weeknd,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-11-27,Cruel Summer,Taylor Swift,9,https://open.spotify.com/search/Cruel%20Summer%20Taylor%20Swift,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-11-27,As It Was,Harry Styles,10,https://open.spotify.com/search/As%20It%20Was%20Harry%20Styles,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-12-04,Blinding Lights,The Weeknd,1,https://open.spotify.com/search/Blinding%20Lights%20The%20Weeknd,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-12-04,Levitating,Dua Lipa,2,https://open.spotify.com/search/Levitating%20Dua%20Lipa,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-12-04,Heat Waves,Glass Animals,3,https://open.spotify.com/search/Heat%20Waves%20Glass%20Animals,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-12-04,As It Was,Harry Styles,4,https://open.spotify.com/search/As%20It%20Was%20Harry%20Styles,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-12-04,Anti-Hero,Taylor Swift,5,https://open.spotify.com/search/Anti-Hero%20Taylor%20Swift,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-12-04,Stay,The Kid LAROI,6,https://open.spotify.com/search/Stay%20The%20Kid%20LAROI,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-12-04,Vampire,Olivia Rodrigo,7,https://open.spotify.com/search/Vampire%20Olivia%20Rodrigo,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-12-04,Cruel Summer,Taylor Swift,8,https://open.spotify.com/search/Cruel%20Summer%20Taylor%20Swift,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-12-04,Starboy,The Weeknd,9,https://open.spotify.com/search/Starboy%20The%20Weeknd,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-12-04,Flowers,Miley Cyrus,10,https://open.spotify.com/search/Flowers%20Miley%20Cyrus,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-12-11,Cruel Summer,Taylor Swift,1,https://open.spotify.com/search/Cruel%20Summer%20Taylor%20Swift,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-12-11,As It Was,Harry Styles,2,https://open.spotify.com/search/As%20It%20Was%20Harry%20Styles,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-12-11,Flowers,Miley Cyrus,3,https://open.spotify.com/search/Flowers%20Miley%20Cyrus,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-12-11,Blinding Lights,The Weeknd,4,https://open.spotify.com/search/Blinding%20Lights%20The%20Weeknd,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-12-11,Heat Waves,Glass Animals,5,https://open.spotify.com/search/Heat%20Waves%20Glass%20Animals,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-12-11,Starboy,The Weeknd,6,https://open.spotify.com/search/Starboy%20The%20Weeknd,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-12-11,Stay,The Kid LAROI,7,https://open.spotify.com/search/Stay%20The%20Kid%20LAROI,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-12-11,Anti-Hero,Taylor Swift,8,https://open.spotify.com/search/Anti-Hero%20Taylor%20Swift,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-12-11,Levitating,Dua Lipa,9,https://open.spotify.com/search/Levitating%20Dua%20Lipa,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-12-11,Vampire,Olivia Rodrigo,10,https://open.spotify.com/search/Vampire%20Olivia%20Rodrigo,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-12-18,As It Was,Harry Styles,1,https://open.spotify.com/search/As%20It%20Was%20Harry%20Styles,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-12-18,Heat Waves,Glass Animals,2,https://open.spotify.com/search/Heat%20Waves%20Glass%20Animals,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-12-18,Flowers,Miley Cyrus,3,https://open.spotify.com/search/Flowers%20Miley%20Cyrus,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-12-18,Cruel Summer,Taylor Swift,4,https://open.spotify.com/search/Cruel%20Summer%20Taylor%20Swift,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-12-18,Anti-Hero,Taylor Swift,5,https://open.spotify.com/search/Anti-Hero%20Taylor%20Swift,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-12-18,Levitating,Dua Lipa,6,https://open.spotify.com/search/Levitating%20Dua%20Lipa,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-12-18,Blinding Lights,The Weeknd,7,https://open.spotify.com/search/Blinding%20Lights%20The%20Weeknd,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-12-18,Starboy,The Weeknd,8,https://open.spotify.com/search/Starboy%20The%20Weeknd,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-12-18,Stay,The Kid LAROI,9,https://open.spotify.com/search/Stay%20The%20Kid%20LAROI,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-12-18,Vampire,Olivia Rodrigo,10,https://open.spotify.com/search/Vampire%20Olivia%20Rodrigo,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-12-25,Stay,The Kid LAROI,1,https://open.spotify.com/search/Stay%20The%20Kid%20LAROI,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-12-25,Blinding Lights,The Weeknd,2,https://open.spotify.com/search/Blinding%20Lights%20The%20Weeknd,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-12-25,Starboy,The Weeknd,3,https://open.spotify.com/search/Starboy%20The%20Weeknd,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-12-25,Cruel Summer,Taylor Swift,4,https://open.spotify.com/search/Cruel%20Summer%20Taylor%20Swift,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-12-25,Vampire,Olivia Rodrigo,5,https://open.spotify.com/search/Vampire%20Olivia%20Rodrigo,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-12-25,Flowers,Miley Cyrus,6,https://open.spotify.com/search/Flowers%20Miley%20Cyrus,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-12-25,As It Was,Harry Styles,7,https://open.spotify.com/search/As%20It%20Was%20Harry%20Styles,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-12-25,Heat Waves,Glass Animals,8,https://open.spotify.com/search/Heat%20Waves%20Glass%20Animals,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-12-25,Levitating,Dua Lipa,9,https://open.spotify.com/search/Levitating%20Dua%20Lipa,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2021-12-25,Anti-Hero,Taylor Swift,10,https://open.spotify.com/search/Anti-Hero%20Taylor%20Swift,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2022-01-01,Cruel Summer,Taylor Swift,1,https://open.spotify.com/search/Cruel%20Summer%20Taylor%20Swift,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2022-01-01,Vampire,Olivia Rodrigo,2,https://open.spotify.com/search/Vampire%20Olivia%20Rodrigo,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2022-01-01,Anti-Hero,Taylor Swift,3,https://open.spotify.com/search/Anti-Hero%20Taylor%20Swift,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2022-01-01,Stay,The Kid LAROI,4,https://open.spotify.com/search/Stay%20The%20Kid%20LAROI,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2022-01-01,Flowers,Miley Cyrus,5,https://open.spotify.com/search/Flowers%20Miley%20Cyrus,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2022-01-01,Blinding Lights,The Weeknd,6,https://open.spotify.com/search/Blinding%20Lights%20The%20Weeknd,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2022-01-01,Heat Waves,Glass Animals,7,https://open.spotify.com/search/Heat%20Waves%20Glass%20Animals,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2022-01-01,Levitating,Dua Lipa,8,https://open.spotify.com/search/Levitating%20Dua%20Lipa,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2022-01-01,Starboy,The Weeknd,9,https://open.spotify.com/search/Starboy%20The%20Weeknd,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2022-01-01,As It Was,Harry Styles,10,https://open.spotify.com/search/As%20It%20Was%20Harry%20Styles,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2022-01-08,As It Was,Harry Styles,1,https://open.spotify.com/search/As%20It%20Was%20Harry%20Styles,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
2022-01-08,Stay,The Kid LAROI,2,https://open.spotify.com/search/Stay%20The%20Kid%20LAROI,https://api.freelogodesign.org/assets/blog/thumb/4ddcba00db4142899d322683c681601a_1176x840.jpg?t=638369603760000000
